customer_id,name,dob,branch,kyc_status
CUST000100,Aditya Singh,1956-06-19,Jaipur,COMPLETED
CUST000101,Aarav Agarwal,1997-02-14,Jaipur,REJECTED
CUST000102,Aayan Verma,1955-11-08,Chennai,IN_PROGRESS
CUST000103,Ritvik Nair,1965-07-04,Hyderabad,COMPLETED
CUST000104,Rohan Agarwal,2000-08-15,Jaipur,IN_PROGRESS
CUST000105,Atharv Chopra,1961-08-23,Bengaluru,PENDING
CUST000106,Dhruv Gupta,1977-02-22,Pune,COMPLETED
CUST000107,Vihaan Rao,1950-08-16,Mumbai,IN_PROGRESS
CUST000108,Vivaan Mehta,2004-12-31,Kolkata,IN_PROGRESS
CUST000109,Shaurya Rao,1956-06-05,Chennai,IN_PROGRESS
CUST000110,Shaurya Singh,1985-07-26,Ahmedabad,COMPLETED
CUST000111,Ritvik Verma,1982-10-08,Hyderabad,REJECTED
CUST000112,Aditya Kumar,1962-08-15,Kolkata,IN_PROGRESS
CUST000113,Ishaan Nair,2001-03-15,Hyderabad,COMPLETED
CUST000114,Rohan Pillai,1979-12-21,Mumbai,COMPLETED
CUST000115,Aditya Pillai,1950-09-12,Kolkata,PENDING
CUST000116,Kabir Reddy,1958-11-17,Kolkata,REJECTED
CUST000117,Vihaan Kumar,1959-11-27,Delhi,COMPLETED
CUST000118,Atharv Sharma,1951-12-07,Kolkata,IN_PROGRESS
CUST000119,Rohan Reddy,2000-07-10,Pune,IN_PROGRESS
CUST000120,Ritvik Patel,2002-01-26,Ahmedabad,COMPLETED
CUST000121,Kabir Agarwal,1978-07-29,Mumbai,REJECTED
CUST000122,Mohammed Mehta,1993-10-07,Chennai,COMPLETED
CUST000123,Vivaan Sharma,1979-10-21,Pune,PENDING
CUST000124,Aryan Jain,1952-04-06,Kolkata,IN_PROGRESS
CUST000125,Rohan Verma,1982-05-30,Kolkata,COMPLETED
CUST000126,Dhruv Patel,1959-02-11,Chennai,PENDING
CUST000127,Kabir Gupta,1954-11-14,Delhi,PENDING
CUST000128,Aditya Yadav,1983-05-14,Kolkata,COMPLETED
CUST000129,Ritvik Rao,1964-07-18,Bengaluru,COMPLETED
CUST000130,Vihaan Patel,1953-04-26,Kolkata,PENDING
CUST000131,Aryan Rao,1953-11-16,Pune,COMPLETED
CUST000132,Ishaan Rao,1991-02-10,Hyderabad,PENDING
CUST000133,Aayan Verma,1969-10-19,Mumbai,IN_PROGRESS
CUST000134,Kabir Patel,1988-08-22,Bengaluru,REJECTED
CUST000135,Mohammed Pillai,1962-12-08,Bengaluru,REJECTED
CUST000136,Dhruv Jain,1978-07-03,Ahmedabad,PENDING
CUST000137,Vihaan Jain,1962-07-23,Pune,REJECTED
CUST000138,Kabir Rao,1997-06-18,Ahmedabad,COMPLETED
CUST000139,Aayan Verma,1985-04-26,Kolkata,COMPLETED
CUST000140,Aditya Ghosh,1969-01-06,Lucknow,IN_PROGRESS
CUST000141,Mohammed Chopra,1950-10-14,Kolkata,PENDING
CUST000142,Dhruv Sharma,1965-05-05,Hyderabad,IN_PROGRESS
CUST000143,Vihaan Nair,1963-02-14,Delhi,COMPLETED
CUST000144,Aryan Singh,2005-12-12,Kolkata,REJECTED
CUST000145,Vihaan Malhotra,1980-07-04,Bengaluru,IN_PROGRESS
CUST000146,Aayan Ghosh,1950-11-25,Chennai,COMPLETED
CUST000147,Aryan Chopra,1963-09-12,Bengaluru,REJECTED
CUST000148,Aayan Ghosh,1997-10-19,Kolkata,REJECTED
CUST000149,Vivaan Kumar,1963-03-13,Jaipur,IN_PROGRESS
CUST000150,Vivaan Nair,2003-02-07,Jaipur,IN_PROGRESS
CUST000151,Ishaan Ghosh,1995-06-21,Lucknow,IN_PROGRESS
CUST000152,Aayan Nair,1973-10-05,Delhi,REJECTED
CUST000153,Shaurya Yadav,1958-12-26,Jaipur,REJECTED
CUST000154,Advik Das,1980-11-15,Delhi,PENDING
CUST000155,Aayan Mehta,2003-08-01,Delhi,IN_PROGRESS
CUST000156,Arjun Mehta,1994-08-10,Chennai,IN_PROGRESS
CUST000157,Shaurya Agarwal,1972-09-06,Delhi,PENDING
CUST000158,Aayan Agarwal,1972-02-02,Mumbai,IN_PROGRESS
CUST000159,Mohammed Pillai,1993-03-07,Delhi,IN_PROGRESS
CUST000160,Shaurya Jain,2003-10-25,Mumbai,COMPLETED
CUST000161,Aditya Singh,1996-12-28,Mumbai,PENDING
CUST000162,Sai Gupta,1980-01-03,Kolkata,IN_PROGRESS
CUST000163,Ishaan Gupta,2005-03-06,Kolkata,COMPLETED
CUST000164,Rohan Patel,1979-01-26,Jaipur,IN_PROGRESS
CUST000165,Vihaan Agarwal,1999-02-23,Hyderabad,COMPLETED
CUST000166,Vivaan Singh,1963-10-23,Mumbai,COMPLETED
CUST000167,Advik Rao,1981-08-28,Bengaluru,COMPLETED
CUST000168,Atharv Singh,1959-03-16,Pune,COMPLETED
CUST000169,Mohammed Sharma,2005-08-03,Bengaluru,PENDING
CUST000170,Krishna Singh,1962-12-22,Jaipur,PENDING
CUST000171,Sai Das,1986-12-17,Mumbai,IN_PROGRESS
CUST000172,Aarav Yadav,1984-04-26,Hyderabad,REJECTED
CUST000173,Aryan Jain,1983-06-04,Ahmedabad,IN_PROGRESS
CUST000174,Mohammed Nair,1965-03-17,Bengaluru,REJECTED
CUST000175,Advik Mehta,1972-12-15,Kolkata,COMPLETED
CUST000176,Aditya Agarwal,1977-08-16,Pune,PENDING
CUST000177,Mohammed Chaudhary,1972-01-06,Mumbai,REJECTED
CUST000178,Arjun Kumar,1995-01-27,Ahmedabad,REJECTED
CUST000179,Ritvik Singh,1999-05-27,Ahmedabad,COMPLETED
CUST000180,Vivaan Kumar,1983-07-19,Hyderabad,REJECTED
CUST000181,Aditya Gupta,1953-08-25,Mumbai,IN_PROGRESS
CUST000182,Atharv Kumar,1967-02-28,Pune,REJECTED
CUST000183,Aryan Nair,1969-08-08,Delhi,COMPLETED
CUST000184,Ishaan Bansal,1951-12-25,Jaipur,REJECTED
CUST000185,Rohan Patel,1991-04-09,Kolkata,IN_PROGRESS
CUST000186,Arjun Rao,1972-11-18,Chennai,COMPLETED
CUST000187,Pranav Kumar,1969-12-01,Bengaluru,PENDING
CUST000188,Rohan Gupta,1977-10-23,Delhi,PENDING
CUST000189,Ritvik Chaudhary,1986-11-08,Chennai,PENDING
CUST000190,Sai Singh,1952-12-17,Lucknow,COMPLETED
CUST000191,Ishaan Chopra,1959-09-06,Mumbai,IN_PROGRESS
CUST000192,Advik Malhotra,1975-10-25,Hyderabad,REJECTED
CUST000193,Arjun Verma,1989-08-24,Jaipur,REJECTED
CUST000194,Rohan Pillai,1969-09-17,Bengaluru,PENDING
CUST000195,Pranav Rao,1972-09-21,Hyderabad,COMPLETED
CUST000196,Reyansh Jain,1962-06-16,Pune,PENDING
CUST000197,Rohan Yadav,1966-02-24,Kolkata,COMPLETED
CUST000198,Dhruv Pillai,1961-10-05,Pune,IN_PROGRESS
CUST000199,Arjun Patel,1984-10-25,Kolkata,COMPLETED
CUST000200,Vihaan Kumar,2005-09-13,Jaipur,REJECTED
CUST000201,Rohan Das,1987-10-29,Bengaluru,IN_PROGRESS
CUST000202,Dhruv Pillai,1952-03-29,Lucknow,PENDING
CUST000203,Vivaan Yadav,1956-03-19,Mumbai,REJECTED
CUST000204,Vivaan Kumar,1962-06-17,Pune,PENDING
CUST000205,Ritvik Patel,1978-11-14,Delhi,COMPLETED
CUST000206,Dhruv Pillai,1969-07-16,Jaipur,COMPLETED
CUST000207,Aarav Bansal,1977-11-12,Jaipur,PENDING
CUST000208,Rohan Jain,2004-03-17,Chennai,COMPLETED
CUST000209,Aarav Mehta,2003-08-01,Delhi,REJECTED
CUST000210,Shaurya Chaudhary,1955-01-03,Bengaluru,REJECTED
CUST000211,Kabir Patel,1992-12-09,Mumbai,PENDING
CUST000212,Rohan Agarwal,1967-04-07,Chennai,COMPLETED
CUST000213,Rohan Rao,1976-05-10,Kolkata,IN_PROGRESS
CUST000214,Pranav Pillai,1988-05-21,Mumbai,REJECTED
CUST000215,Rohan Nair,1967-11-29,Ahmedabad,COMPLETED
CUST000216,Dhruv Verma,1954-11-29,Lucknow,COMPLETED
CUST000217,Ritvik Nair,1970-10-04,Mumbai,REJECTED
CUST000218,Ishaan Sharma,1962-04-21,Ahmedabad,IN_PROGRESS
CUST000219,Ritvik Pillai,1996-11-10,Hyderabad,IN_PROGRESS
CUST000220,Dhruv Nair,1979-04-16,Kolkata,PENDING
CUST000221,Krishna Nair,1978-08-18,Chennai,COMPLETED
CUST000222,Dhruv Pillai,1954-03-25,Ahmedabad,REJECTED
CUST000223,Sai Pillai,1998-11-18,Lucknow,IN_PROGRESS
CUST000224,Krishna Nair,1988-04-14,Bengaluru,IN_PROGRESS
CUST000225,Aayan Rao,1987-02-18,Delhi,PENDING
CUST000226,Mohammed Nair,2004-09-23,Hyderabad,COMPLETED
CUST000227,Ritvik Jain,1952-03-17,Delhi,COMPLETED
CUST000228,Mohammed Das,1973-05-07,Lucknow,COMPLETED
CUST000229,Reyansh Ghosh,1996-06-10,Jaipur,REJECTED
CUST000230,Pranav Kumar,2000-08-10,Jaipur,PENDING
CUST000231,Ishaan Yadav,1958-10-16,Mumbai,PENDING
CUST000232,Pranav Jain,1979-05-16,Jaipur,IN_PROGRESS
CUST000233,Aryan Ghosh,1958-11-16,Ahmedabad,PENDING
CUST000234,Advik Pillai,1987-09-10,Mumbai,REJECTED
CUST000235,Atharv Patel,1999-11-19,Chennai,IN_PROGRESS
CUST000236,Vivaan Jain,1983-08-18,Ahmedabad,PENDING
CUST000237,Aayan Yadav,1986-07-05,Chennai,PENDING
CUST000238,Sai Chopra,1950-09-26,Jaipur,COMPLETED
CUST000239,Vivaan Kumar,1983-12-05,Hyderabad,PENDING
CUST000240,Krishna Mehta,2001-04-08,Mumbai,IN_PROGRESS
CUST000241,Pranav Ghosh,1979-08-23,Jaipur,REJECTED
CUST000242,Krishna Pillai,1987-02-12,Bengaluru,REJECTED
CUST000243,Aryan Bansal,1959-03-08,Ahmedabad,COMPLETED
CUST000244,Rohan Pillai,1977-10-03,Pune,REJECTED
CUST000245,Shaurya Jain,1992-07-16,Ahmedabad,REJECTED
CUST000246,Aarav Singh,1950-10-01,Hyderabad,IN_PROGRESS
CUST000247,Krishna Verma,2001-07-24,Pune,PENDING
CUST000248,Dhruv Singh,1973-11-13,Kolkata,IN_PROGRESS
CUST000249,Ritvik Sharma,1984-10-31,Kolkata,REJECTED
CUST000250,Arjun Pillai,1966-10-07,Ahmedabad,IN_PROGRESS
CUST000251,Pranav Ghosh,1989-01-08,Jaipur,PENDING
CUST000252,Aayan Chopra,1999-07-23,Delhi,PENDING
CUST000253,Pranav Chaudhary,1961-07-30,Lucknow,COMPLETED
CUST000254,Reyansh Chaudhary,1981-09-04,Lucknow,COMPLETED
CUST000255,Arjun Pillai,1955-09-29,Hyderabad,COMPLETED
CUST000256,Rohan Jain,1963-02-11,Kolkata,IN_PROGRESS
CUST000257,Aryan Pillai,1954-12-24,Ahmedabad,IN_PROGRESS
CUST000258,Aarav Chaudhary,1998-01-29,Bengaluru,IN_PROGRESS
CUST000259,Reyansh Verma,1962-12-21,Mumbai,PENDING
CUST000260,Aryan Patel,1985-03-06,Bengaluru,REJECTED
CUST000261,Mohammed Chopra,1959-07-14,Mumbai,PENDING
CUST000262,Kabir Malhotra,1998-10-18,Kolkata,PENDING
CUST000263,Aarav Das,1950-04-30,Jaipur,IN_PROGRESS
CUST000264,Aryan Das,1998-02-22,Lucknow,IN_PROGRESS
CUST000265,Dhruv Jain,1953-09-10,Hyderabad,IN_PROGRESS
CUST000266,Ishaan Kumar,1982-09-29,Pune,IN_PROGRESS
CUST000267,Rohan Chopra,1950-12-31,Lucknow,COMPLETED
CUST000268,Atharv Chaudhary,2004-12-19,Kolkata,COMPLETED
CUST000269,Reyansh Agarwal,1980-10-28,Mumbai,COMPLETED
CUST000270,Aarav Mehta,1996-09-16,Ahmedabad,COMPLETED
CUST000271,Rohan Sharma,1985-05-22,Lucknow,IN_PROGRESS
CUST000272,Shaurya Singh,1960-06-27,Mumbai,COMPLETED
CUST000273,Ishaan Bansal,1967-08-04,Lucknow,PENDING
CUST000274,Reyansh Patel,1978-04-14,Lucknow,PENDING
CUST000275,Ritvik Chaudhary,1999-01-24,Pune,PENDING
CUST000276,Krishna Patel,1988-11-06,Delhi,REJECTED
CUST000277,Aditya Yadav,2002-02-12,Chennai,COMPLETED
CUST000278,Atharv Bansal,1998-09-22,Delhi,REJECTED
CUST000279,Ritvik Das,1958-07-04,Jaipur,IN_PROGRESS
CUST000280,Rohan Rao,1980-04-09,Mumbai,PENDING
CUST000281,Aarav Chaudhary,1975-07-19,Mumbai,REJECTED
CUST000282,Rohan Chaudhary,1995-10-05,Mumbai,IN_PROGRESS
CUST000283,Aditya Mehta,1997-06-06,Pune,COMPLETED
CUST000284,Shaurya Nair,2003-05-02,Kolkata,IN_PROGRESS
CUST000285,Aayan Singh,1982-06-15,Mumbai,IN_PROGRESS
CUST000286,Vivaan Sharma,1967-11-13,Bengaluru,IN_PROGRESS
CUST000287,Mohammed Yadav,1968-03-07,Hyderabad,IN_PROGRESS
CUST000288,Ritvik Agarwal,1988-08-15,Bengaluru,PENDING
CUST000289,Sai Singh,2000-09-09,Mumbai,PENDING
CUST000290,Aryan Pillai,1952-04-05,Lucknow,PENDING
CUST000291,Shaurya Jain,1986-12-01,Ahmedabad,COMPLETED
CUST000292,Vihaan Reddy,1952-08-26,Pune,PENDING
CUST000293,Mohammed Chaudhary,1969-12-21,Pune,PENDING
CUST000294,Sai Mehta,1957-09-21,Pune,COMPLETED
CUST000295,Ishaan Verma,1957-12-23,Mumbai,IN_PROGRESS
CUST000296,Ritvik Yadav,1989-02-06,Lucknow,IN_PROGRESS
CUST000297,Shaurya Singh,1981-10-31,Mumbai,PENDING
CUST000298,Kabir Mehta,1981-11-26,Delhi,IN_PROGRESS
CUST000299,Shaurya Ghosh,1988-03-07,Lucknow,REJECTED
CUST000300,Mohammed Malhotra,1981-06-26,Lucknow,IN_PROGRESS
CUST000301,Dhruv Reddy,1995-05-15,Lucknow,PENDING
CUST000302,Aarav Pillai,1995-01-02,Kolkata,COMPLETED
CUST000303,Ishaan Pillai,1982-12-22,Chennai,IN_PROGRESS
CUST000304,Aditya Malhotra,1952-09-13,Hyderabad,IN_PROGRESS
CUST000305,Ritvik Das,1974-01-21,Jaipur,IN_PROGRESS
CUST000306,Vivaan Reddy,1999-12-04,Lucknow,COMPLETED
CUST000307,Advik Malhotra,1983-03-19,Bengaluru,REJECTED
CUST000308,Ritvik Bansal,1962-03-22,Pune,REJECTED
CUST000309,Vivaan Kumar,1978-05-26,Mumbai,PENDING
CUST000310,Rohan Das,1997-07-14,Hyderabad,COMPLETED
CUST000311,Vivaan Reddy,1971-02-18,Kolkata,COMPLETED
CUST000312,Vivaan Reddy,1969-04-02,Ahmedabad,COMPLETED
CUST000313,Aditya Chopra,1984-04-13,Lucknow,PENDING
CUST000314,Kabir Kumar,1997-11-29,Hyderabad,REJECTED
CUST000315,Rohan Patel,2004-07-06,Mumbai,REJECTED
CUST000316,Sai Sharma,1983-02-08,Ahmedabad,REJECTED
CUST000317,Vihaan Gupta,1971-09-27,Delhi,PENDING
CUST000318,Aayan Chaudhary,1982-07-31,Bengaluru,PENDING
CUST000319,Shaurya Agarwal,1987-12-11,Jaipur,PENDING
CUST000320,Krishna Reddy,1985-01-16,Lucknow,REJECTED
CUST000321,Kabir Bansal,2000-09-03,Lucknow,COMPLETED
CUST000322,Aryan Das,1988-06-25,Mumbai,IN_PROGRESS
CUST000323,Ishaan Yadav,1977-03-18,Jaipur,PENDING
CUST000324,Aryan Nair,1958-04-16,Bengaluru,COMPLETED
CUST000325,Aayan Singh,1994-07-29,Kolkata,COMPLETED
CUST000326,Vivaan Malhotra,1989-09-02,Mumbai,COMPLETED
CUST000327,Dhruv Gupta,1969-04-23,Ahmedabad,COMPLETED
CUST000328,Mohammed Gupta,1954-02-25,Delhi,COMPLETED
CUST000329,Aayan Malhotra,1984-12-03,Bengaluru,IN_PROGRESS
CUST000330,Vihaan Ghosh,1995-09-28,Chennai,IN_PROGRESS
CUST000331,Arjun Rao,1990-10-30,Pune,PENDING
CUST000332,Advik Bansal,1987-04-27,Lucknow,PENDING
CUST000333,Sai Chopra,1986-08-15,Bengaluru,COMPLETED
CUST000334,Shaurya Patel,1995-02-14,Hyderabad,REJECTED
CUST000335,Aryan Kumar,1971-12-12,Pune,IN_PROGRESS
CUST000336,Vihaan Malhotra,1983-02-02,Ahmedabad,REJECTED
CUST000337,Advik Kumar,1951-11-27,Kolkata,IN_PROGRESS
CUST000338,Aditya Reddy,1979-03-27,Jaipur,PENDING
CUST000339,Kabir Jain,2005-04-06,Jaipur,PENDING
CUST000340,Vivaan Ghosh,1988-09-01,Jaipur,REJECTED
CUST000341,Atharv Reddy,1966-04-29,Jaipur,IN_PROGRESS
CUST000342,Reyansh Jain,2004-08-13,Hyderabad,REJECTED
CUST000343,Sai Nair,1956-07-25,Delhi,PENDING
CUST000344,Vivaan Nair,1968-08-26,Chennai,PENDING
CUST000345,Sai Gupta,1999-07-14,Ahmedabad,PENDING
CUST000346,Aditya Jain,1994-05-20,Delhi,IN_PROGRESS
CUST000347,Aarav Sharma,2001-08-02,Lucknow,IN_PROGRESS
CUST000348,Atharv Pillai,2002-07-04,Kolkata,PENDING
CUST000349,Atharv Mehta,2000-03-29,Lucknow,REJECTED
CUST000350,Mohammed Chopra,1980-12-17,Mumbai,REJECTED
CUST000351,Pranav Verma,1989-05-08,Delhi,REJECTED
CUST000352,Atharv Sharma,1985-05-21,Mumbai,COMPLETED
CUST000353,Arjun Ghosh,1987-06-02,Hyderabad,COMPLETED
CUST000354,Rohan Agarwal,2003-08-17,Chennai,REJECTED
CUST000355,Mohammed Reddy,2003-08-12,Delhi,IN_PROGRESS
CUST000356,Vihaan Kumar,1988-03-07,Chennai,COMPLETED
CUST000357,Shaurya Verma,2001-05-09,Jaipur,COMPLETED
CUST000358,Shaurya Rao,1953-12-05,Bengaluru,IN_PROGRESS
CUST000359,Ritvik Rao,1978-05-03,Lucknow,PENDING
CUST000360,Ishaan Singh,1954-12-06,Delhi,REJECTED
CUST000361,Reyansh Nair,1989-09-25,Chennai,IN_PROGRESS
CUST000362,Vihaan Gupta,1995-07-10,Mumbai,PENDING
CUST000363,Ishaan Yadav,1994-02-02,Pune,PENDING
CUST000364,Atharv Rao,1960-01-23,Kolkata,IN_PROGRESS
CUST000365,Dhruv Kumar,1963-04-05,Bengaluru,PENDING
CUST000366,Shaurya Malhotra,1969-03-01,Lucknow,IN_PROGRESS
CUST000367,Arjun Nair,1993-03-08,Jaipur,COMPLETED
CUST000368,Advik Sharma,1959-05-09,Mumbai,IN_PROGRESS
CUST000369,Shaurya Chopra,1977-06-26,Delhi,IN_PROGRESS
CUST000370,Krishna Yadav,1987-11-19,Lucknow,COMPLETED
CUST000371,Vivaan Gupta,1953-04-12,Jaipur,REJECTED
CUST000372,Vihaan Gupta,1986-01-14,Chennai,REJECTED
CUST000373,Sai Patel,2005-09-01,Pune,REJECTED
CUST000374,Reyansh Patel,2002-12-25,Mumbai,IN_PROGRESS
CUST000375,Sai Das,1989-04-27,Delhi,REJECTED
CUST000376,Aditya Nair,1979-02-10,Hyderabad,COMPLETED
CUST000377,Ritvik Agarwal,1974-03-23,Hyderabad,IN_PROGRESS
CUST000378,Vihaan Chopra,1996-02-14,Delhi,REJECTED
CUST000379,Pranav Rao,1992-05-04,Chennai,IN_PROGRESS
CUST000380,Vivaan Kumar,1999-05-01,Bengaluru,PENDING
CUST000381,Vihaan Nair,1999-04-06,Mumbai,PENDING
CUST000382,Dhruv Patel,1956-09-02,Ahmedabad,COMPLETED
CUST000383,Shaurya Das,1977-02-10,Lucknow,IN_PROGRESS
CUST000384,Krishna Pillai,1996-04-15,Ahmedabad,PENDING
CUST000385,Aarav Nair,1997-09-13,Chennai,IN_PROGRESS
CUST000386,Arjun Gupta,2001-07-29,Ahmedabad,PENDING
CUST000387,Aryan Rao,1965-12-12,Lucknow,PENDING
CUST000388,Vihaan Patel,1991-11-22,Ahmedabad,PENDING
CUST000389,Vivaan Malhotra,2000-07-05,Bengaluru,REJECTED
CUST000390,Pranav Chopra,1960-11-30,Mumbai,PENDING
CUST000391,Aarav Nair,1972-05-17,Kolkata,REJECTED
CUST000392,Vihaan Chopra,1974-10-03,Delhi,PENDING
CUST000393,Vivaan Mehta,1954-10-03,Kolkata,PENDING
CUST000394,Rohan Chopra,1979-04-26,Hyderabad,COMPLETED
CUST000395,Dhruv Chopra,1996-07-14,Hyderabad,PENDING
CUST000396,Atharv Chaudhary,2001-02-03,Jaipur,COMPLETED
